generation_biomass,generation_fossil_brown_coal/lignite,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_hydro_pumped_storage_consumption,generation_hydro_run-of-river_and_poundage,generation_hydro_water_reservoir,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_onshore,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,is_clear,is_clouds,is_drizzle,is_fog,is_mist,is_rain,total_load_actual
0.509793541556379,0.0,0.12892907593983555,0.08257219877839327,0.15254237288135597,0.5258167986601948,0.6152651728107517,0.45645358104123723,0.9978415846468833,0.42638888888888893,0.1643159379407616,0.42379375284109355,0.3332758025543667,0.7200357014126088,0.06737417330370477,0.1195123388474677,0.06059378756027556,0.0009389376680099225,0.6929630798359103,0.07545276399380513,0.6701326761419264,0.0,0.06724186439088436,0.8,0.21238938053097348,0.0,0.0,0.0,0.0,0.41581997645567337
0.6500794070937002,0.0,0.12173212274336775,0.09721100583504898,0.25883098368446067,0.4559170001986999,0.6674430433967822,0.49210927328246057,0.9947458003404128,0.8018518518518519,0.2524682651622002,0.3721345541918306,0.41076976182257524,0.5787433560472128,0.10261356495466956,0.15381910142901667,0.09228676584479878,0.0008574505052662933,0.7073209214263176,0.07545276399380513,0.5754363458357247,0.0,0.02569633311450811,0.9083333333333333,0.09734513274336283,0.0,0.0,0.0,0.0,0.2607443629448518
0.5398623610375859,0.0,0.12362081733491814,0.22015082407270503,0.7486139711706005,0.2009707911095972,0.7448665435172543,0.39008740227818095,0.9912676681713906,0.8648148148148148,0.09802538787023984,0.8719884408078447,0.22575077666551607,0.503100988082365,0.13371311429580146,0.18409558480894717,0.12025652626771688,0.0007499021328163692,0.6727674345219312,0.039121021524068406,0.4351642415853618,0.023480662983425413,0.12866923004782893,0.7916666666666666,0.07079646017699115,0.0,0.0,0.0,0.14166666666666666,0.40577439705394047
0.4474698720144488,0.02586861650528026,0.2082824355246632,0.27407099878294305,0.6233635541972214,0.39567001117060974,0.5330149086379392,0.29202815253859504,0.058403454625393314,0.3791666666666667,0.36903675433502026,0.3590101343479141,0.19359783955004167,0.4524351372172082,0.11084849570818278,0.16183609040074565,0.09969295163059755,0.0007201703301936944,0.7559166929630798,0.02669174120547424,0.5076466020728538,0.006906077348066299,0.20050642408327862,0.6666666666666666,0.3097345132743363,0.0,0.0,0.0,0.041666666666666664,0.07592341050640417
0.8953943885653781,0.9411514040993737,0.2005625633972855,0.8140803257617981,0.6401077142404562,0.07597433932271708,0.31036329076647123,0.36689689800732145,0.32915217444929556,0.8898148148148148,0.24330042313117073,0.8176829664263913,0.5305488436313428,0.12305830658588077,0.08477130940581468,0.1364490505752265,0.07624011489072835,0.0005937608738945215,0.8076849854869879,0.018963936913303198,0.4915322806775738,0.0,0.42234559452125714,0.2892561983471074,0.7547721787464347,0.0,0.0,0.0,0.0,0.4557638322919495
0.7888830068819479,0.94485873780202,0.2666015321140311,0.9953251362080144,0.8004118485664503,0.04631127764058021,0.25055551093620326,0.22623586354268233,0.6661609807839364,0.8981481481481481,0.024682651622002894,0.8331385154880186,0.4682430100103557,0.3463694981777403,0.09477891605079591,0.14619180063684567,0.08524057844075017,0.0008181751610610334,0.7709056484695489,0.051550301842662544,0.6109854495121705,0.030386740331491715,0.2624964831660883,0.4666666666666667,0.37168141592920356,0.0,0.0,0.0,0.18333333333333332,0.767442422047149
0.8479618845950236,0.558869902416159,0.19639623381230048,0.8530659599394884,0.6009821004276888,0.13774163331346334,0.21122801381415152,0.1510769105017019,0.8899824860011345,0.8699074074074075,0.26516220028208737,0.8325702967725177,0.5429754918881602,0.19753351298467242,0.110655459758771,0.1616481632494562,0.0995193423863352,0.0009426082609263024,0.702429788576838,0.0945747337147192,0.5535937341750786,0.0,0.10550501734971396,0.8083333333333333,0.2035398230088496,0.0,0.0,0.0,0.0,0.3478100757644358
0.7577554261514026,0.8952145566114119,0.2933481856708133,0.9393234528020749,0.7193093616347218,0.055635981719606015,0.17543436939469387,0.2196675560641534,0.9245541330570564,0.8638888888888889,0.28913963328631886,0.5700370153906098,0.5988954090438385,0.2442829108094037,0.1522841937511732,0.20217517086051373,0.13695865392442919,0.00108209079174873,0.5952982013253392,0.09170643825658206,0.4506600047263766,0.0,0.04464034511863453,0.8666666666666667,0.1415929203539823,0.0,0.0,0.0,0.0,0.6519665549820399
0.9525674960296451,0.8885243107342226,0.2689071708164014,0.9011908959586885,0.9718042135276413,0.0585880950353402,0.09166599737638209,0.29078043169835993,0.671057500185007,0.8981481481481481,0.33074753173483773,0.646973829469446,0.5930272695892302,0.10417203046062831,0.2077788681158914,0.25620114942528716,0.18686846868422613,0.000929577656073155,0.5348690438624173,0.1576772337937356,0.6405590628270484,0.0,0.0028134671293257056,0.9833333333333333,0.017699115044247787,0.0,0.0,0.0,0.0,0.46938935675691984
0.8824775013234514,0.0,0.15648472553253717,0.21721623804269946,0.1965784888325678,0.5615544012035539,0.19677134366717536,0.07105449067884186,0.38698537211080675,0.8587962962962964,0.2242595204513399,0.18100201311773492,0.6594753192958234,0.6104769914694221,0.22117744569881914,0.26924512659211075,0.19891864345980537,0.000817441042477756,0.584569264752288,0.17871140048674106,0.3748354208163128,0.0759668508287293,0.1871893463378036,0.625,0.21238938053097348,0.0,0.0,0.0,0.175,0.09847565576986916
